DatGeracaoConjuntoDados;DscOrigem;NomTipoUsina;NomSubTipoUsina;QtdUsinaTermeletrica;MdaPotenciaInstaladaKW;MesReferencia;AnoReferencia
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;13;3389465,00;6 ;2014
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;13;3389465,00;6 ;2015
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;13;3389465,00;6 ;2016
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;10;1944054,00;9 ;2012
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;12;3024465,00;9 ;2013
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;13;3389465,00;9 ;2014
2023-07-01;Fossil;Carvao mineral;Carvão Mineral;13;3389465,00;9 ;2015
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;304555,00;12;2012
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;308555,00;12;2013
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;8;179290,00;12;2014
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;8;198290,00;12;2015
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;9;199130,00;12;2016
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;304555,00;3 ;2012
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;308555,00;3 ;2013
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;17;330555,00;3 ;2014
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;9;200290,00;3 ;2015
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;8;198290,00;3 ;2016
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;9;199130,00;3 ;2017
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;304555,00;6 ;2012
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;308555,00;6 ;2013
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;17;330555,00;6 ;2014
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;9;200290,00;6 ;2015
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;8;198290,00;6 ;2016
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;304555,00;9 ;2012
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;15;308555,00;9 ;2013
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;8;179290,00;9 ;2014
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;9;200290,00;9 ;2015
2023-07-01;Fossil;Carvao mineral;Gás de Alto Forno - CM;9;199130,00;9 ;2016
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;10;875020,00;12;2012
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;11;899520,00;12;2013
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;12;2014
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;12;2015
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;12;2016
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;10;928120,00;3 ;2012
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;10;875020,00;3 ;2013
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;11;899520,00;3 ;2014
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;3 ;2015
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;3 ;2016
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;3 ;2017
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;10;928120,00;6 ;2012
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;11;899520,00;6 ;2013
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;11;899520,00;6 ;2014
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;6 ;2015
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;6 ;2016
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;10;928120,00;9 ;2012
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;11;899520,00;9 ;2013
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;9 ;2014
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;9 ;2015
2023-07-01;Fossil;Gas Natural;Calor de Processo - GN;1;40000,00;9 ;2016
2023-07-01;Fossil;Gas Natural;Gás Natural;105;11415492,80;12;2012
2023-07-01;Fossil;Gas Natural;Gás Natural;113;12170185,80;12;2013
2023-07-01;Fossil;Gas Natural;Gás Natural;121;12549996,00;12;2014
2023-07-01;Fossil;Gas Natural;Gás Natural;145;12387681,74;12;2015
2023-07-01;Fóssil;Gás natural;Gás Natural;155;12964385,54;12;2016
2023-07-01;Fossil;Gas Natural;Gás Natural;105;11429702,80;3 ;2012
2023-07-01;Fossil;Gas Natural;Gás Natural;109;12000829,80;3 ;2013
2023-07-01;Fossil;Gas Natural;Gás Natural;116;12534520,80;3 ;2014
2023-07-01;Fossil;Gas Natural;Gás Natural;135;12852650,00;3 ;2015
2023-07-01;Fossil;Gas Natural;Gás Natural;147;12387682,00;3 ;2016
2023-07-01;Fóssil;Gás natural;Gás Natural;159;12968689,22;3 ;2017
2023-07-01;Fossil;Gas Natural;Gás Natural;106;11561812,80;6 ;2012
2023-07-01;Fossil;Gas Natural;Gás Natural;110;11936348,80;6 ;2013
2023-07-01;Fossil;Gas Natural;Gás Natural;115;12533616,00;6 ;2014
2023-07-01;Fossil;Gas Natural;Gás Natural;138;12853261,26;6 ;2015
2023-07-01;Fossil;Gas Natural;Gás Natural;151;12996356,94;6 ;2016
2023-07-01;Fossil;Gas Natural;Gás Natural;105;11550013,00;9 ;2012
2023-07-01;Fossil;Gas Natural;Gás Natural;110;11936348,80;9 ;2013
2023-07-01;Fossil;Gas Natural;Gás Natural;117;12541000,00;9 ;2014
2023-07-01;Fossil;Gas Natural;Gás Natural;141;12864356,86;9 ;2015
2023-07-01;Fossil;Gas Natural;Gás Natural;151;12978018,54;9 ;2016
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;10;356191,00;12;2012
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;37;365863,00;12;2013
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;2;149300,00;12;2014
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;12;2015
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;12;2016
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;8;402008,00;3 ;2012
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;7;352788,00;3 ;2013
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;31;272563,00;3 ;2014
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;3 ;2015
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;3 ;2016
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;3 ;2017
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;10;405411,00;6 ;2012
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;8;352788,00;6 ;2013
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;7;221788,00;6 ;2014
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;6 ;2015
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;6 ;2016
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;10;405411,00;9 ;2012
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;9;354708,00;9 ;2013
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;2;149300,00;9 ;2014
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;9 ;2015
2023-07-01;Fossil;Outros fosseis;Calor de Processo - OF;1;147300,00;9 ;2016
2023-07-01;Fossil;Petroleo;Gás de Refinaria;8;341600,00;12;2012
2023-07-01;Fossil;Petroleo;Gás de Refinaria;6;253800,00;12;2013
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;12;2014
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;12;2015
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;339960,00;12;2016
2023-07-01;Fossil;Petroleo;Gás de Refinaria;8;305000,00;3 ;2012
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;278300,00;3 ;2013
2023-07-01;Fossil;Petroleo;Gás de Refinaria;6;295560,00;3 ;2014
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;3 ;2015
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;3 ;2016
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;315560,00;3 ;2017
2023-07-01;Fossil;Petroleo;Gás de Refinaria;8;328000,00;6 ;2012
2023-07-01;Fossil;Petroleo;Gás de Refinaria;6;253800,00;6 ;2013
2023-07-01;Fossil;Petroleo;Gás de Refinaria;6;295560,00;6 ;2014
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;6 ;2015
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;6 ;2016
2023-07-01;Fossil;Petroleo;Gás de Refinaria;8;328000,00;9 ;2012
2023-07-01;Fossil;Petroleo;Gás de Refinaria;6;253800,00;9 ;2013
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;9 ;2014
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;9 ;2015
2023-07-01;Fossil;Petroleo;Gás de Refinaria;7;339960,00;9 ;2016
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;3794511,00;12;2012
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;4022613,00;12;2013
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;4083973,00;12;2014
2023-07-01;Fossil;Petroleo;Óleo Combustível;41;4537095,35;12;2015
2023-07-01;Fóssil;Petróleo;Óleo Combustível;41;4056773,00;12;2016
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;3805311,00;3 ;2012
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;4119647,00;3 ;2013
2023-07-01;Fossil;Petroleo;Óleo Combustível;33;4083613,00;3 ;2014
2023-07-01;Fossil;Petroleo;Óleo Combustível;39;3935151,47;3 ;2015
2023-07-01;Fossil;Petroleo;Óleo Combustível;41;4141353,00;3 ;2016
2023-07-01;Fóssil;Petróleo;Óleo Combustível;43;4056847,00;3 ;2017
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;3805311,00;6 ;2012
2023-07-01;Fossil;Petroleo;Óleo Combustível;33;3837647,00;6 ;2013
2023-07-01;Fossil;Petroleo;Óleo Combustível;33;4083613,00;6 ;2014
2023-07-01;Fossil;Petroleo;Óleo Combustível;40;4481713,29;6 ;2015
2023-07-01;Fossil;Petroleo;Óleo Combustível;40;4055973,00;6 ;2016
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;3805311,00;9 ;2012
2023-07-01;Fossil;Petroleo;Óleo Combustível;33;3817823,00;9 ;2013
2023-07-01;Fossil;Petroleo;Óleo Combustível;34;4083973,00;9 ;2014
2023-07-01;Fossil;Petroleo;Óleo Combustível;40;4516410,55;9 ;2015
2023-07-01;Fossil;Petroleo;Óleo Combustível;40;4055973,00;9 ;2016
2023-07-01;Fossil;Petroleo;Óleo Diesel;964;3421063,63;12;2012
2023-07-01;Fossil;Petroleo;Óleo Diesel;1112;3657158,00;12;2013
2023-07-01;Fossil;Petroleo;Óleo Diesel;1180;3583585,00;12;2014
2023-07-01;Fossil;Petroleo;Óleo Diesel;2103;4141353,00;12;2015
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2169;4802285,22;12;2016
2023-07-01;Fossil;Petroleo;Óleo Diesel;914;3227874,72;3 ;2012
2023-07-01;Fossil;Petroleo;Óleo Diesel;998;3466974,43;3 ;2013
2023-07-01;Fossil;Petroleo;Óleo Diesel;1118;3527328,44;3 ;2014
2023-07-01;Fossil;Petroleo;Óleo Diesel;1563;4090553,00;3 ;2015
2023-07-01;Fossil;Petroleo;Óleo Diesel;2127;4574815,00;3 ;2016
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2166;4802599,54;3 ;2017
2023-07-01;Fossil;Petroleo;Óleo Diesel;928;3231546,92;6 ;2012
2023-07-01;Fossil;Petroleo;Óleo Diesel;1068;3490590,83;6 ;2013
2023-07-01;Fossil;Petroleo;Óleo Diesel;1171;3571954,00;6 ;2014
2023-07-01;Fossil;Petroleo;Óleo Diesel;1974;4091353,00;6 ;2015
2023-07-01;Fossil;Petroleo;Óleo Diesel;2135;4614693,97;6 ;2016
2023-07-01;Fossil;Petroleo;Óleo Diesel;942;3394829,00;9 ;2012
2023-07-01;Fossil;Petroleo;Óleo Diesel;1086;3509702,27;9 ;2013
2023-07-01;Fossil;Petroleo;Óleo Diesel;1177;3594498,00;9 ;2014
2023-07-01;Fossil;Petroleo;Óleo Diesel;2069;4091353,00;9 ;2015
2023-07-01;Fossil;Petroleo;Óleo Diesel;2153;4692443,57;9 ;2016
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;12;2012
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;12;2013
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;15;925208,00;12;2014
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;16;937928,00;12;2015
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;17;955928,00;12;2016
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;3 ;2012
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;3 ;2013
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;3 ;2014
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;16;937928,00;3 ;2015
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;16;937928,00;3 ;2016
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;18;980328,00;3 ;2017
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;6 ;2012
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;6 ;2013
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;6 ;2014
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;16;937928,00;6 ;2015
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;17;955928,00;6 ;2016
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;9 ;2012
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;0;,00;9 ;2013
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;15;925208,00;9 ;2014
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;16;937928,00;9 ;2015
2023-07-01;Fossil;Petroleo;Outros Energéticos de Petróleo;17;955928,00;9 ;2016
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;397;11020810,20;6 ;2017
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;3;1822,00;6 ;2017
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;3;65700,00;6 ;2017
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;12;45333,00;6 ;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;6 ;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;2;4350,40;6 ;2017
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;41197,00;6 ;2017
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;10;114265,05;6 ;2017
2023-07-01;Biomassa;Floresta;Lenha;2;14650,00;6 ;2017
2023-07-01;Biomassa;Floresta;Licor Negro;17;2261136,00;6 ;2017
2023-07-01;Biomassa;Floresta;Resíduos Florestais;50;386100,00;6 ;2017
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;11;2099,20;6 ;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;16;117532,00;6 ;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;1;2700,00;6 ;2017
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;1;24400,00;6 ;2017
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;12;3317465,00;6 ;2017
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;9;390130,00;6 ;2017
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;6 ;2017
2023-07-01;Fóssil;Gás natural;Gás Natural;162;12977729,22;6 ;2017
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;6 ;2017
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;315560,00;6 ;2017
2023-07-01;Fóssil;Petróleo;Óleo Combustível;69;4057968,98;6 ;2017
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2115;4692159,34;6 ;2017
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;18;980328,00;6 ;2017
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;400;11157935,20;12;2017
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;3;1822,00;12;2017
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;3;65700,00;12;2017
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;12;45333,00;12;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;12;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;2;4350,40;12;2017
2023-07-01;Biomassa;Floresta;Carvão Vegetal;8;43197,00;12;2017
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;10;114265,05;12;2017
2023-07-01;Biomassa;Floresta;Lenha;4;23900,00;12;2017
2023-07-01;Biomassa;Floresta;Licor Negro;18;2542616,00;12;2017
2023-07-01;Biomassa;Floresta;Resíduos Florestais;55;425197,00;12;2017
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;14;4481,20;12;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;19;128850,60;12;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;1;2700,00;12;2017
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;12;2017
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;14;3323740,00;12;2017
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;10;375330,00;12;2017
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;12;2017
2023-07-01;Fóssil;Gás natural;Gás Natural;166;12980311,22;12;2017
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;12;2017
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;315560,00;12;2017
2023-07-01;Fóssil;Petróleo;Óleo Combustível;75;4055884,98;12;2017
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2168;4771486,35;12;2017
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;18;1028328,00;12;2017
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;396;11097035,20;9 ;2017
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;3;1822,00;9 ;2017
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;3;65700,00;9 ;2017
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;12;45333,00;9 ;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;9 ;2017
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;2;4350,40;9 ;2017
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;41197,00;9 ;2017
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;10;114265,05;9 ;2017
2023-07-01;Biomassa;Floresta;Lenha;3;15650,00;9 ;2017
2023-07-01;Biomassa;Floresta;Licor Negro;17;2273036,00;9 ;2017
2023-07-01;Biomassa;Floresta;Resíduos Florestais;50;404270,00;9 ;2017
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;13;4439,20;9 ;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;17;122249,60;9 ;2017
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;1;2700,00;9 ;2017
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;1;24400,00;9 ;2017
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;12;3317465,00;9 ;2017
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;8;371630,00;9 ;2017
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;9 ;2017
2023-07-01;Fóssil;Gás natural;Gás Natural;161;12963427,22;9 ;2017
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;9 ;2017
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;315560,00;9 ;2017
2023-07-01;Fóssil;Petróleo;Óleo Combustível;72;4055750,98;9 ;2017
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2115;4676928,09;9 ;2017
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;18;980328,00;9 ;2017
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;401;11180735,20;3 ;2018
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;2;948,00;3 ;2018
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;3 ;2018
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;12;45333,00;3 ;2018
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;3 ;2018
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;2;4350,40;3 ;2018
2023-07-01;Biomassa;Floresta;Carvão Vegetal;8;43197,00;3 ;2018
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;10;114265,05;3 ;2018
2023-07-01;Biomassa;Floresta;Lenha;4;23900,00;3 ;2018
2023-07-01;Biomassa;Floresta;Licor Negro;18;2542616,00;3 ;2018
2023-07-01;Biomassa;Floresta;Resíduos Florestais;55;425197,00;3 ;2018
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;14;4481,20;3 ;2018
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;19;128850,60;3 ;2018
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;1;2700,00;3 ;2018
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;3 ;2018
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;14;3323740,00;3 ;2018
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;10;375330,00;3 ;2018
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;3 ;2018
2023-07-01;Fóssil;Gás natural;Gás Natural;165;12953699,22;3 ;2018
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;1;147300,00;3 ;2018
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;3 ;2018
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;315560,00;3 ;2018
2023-07-01;Fóssil;Petróleo;Óleo Combustível;78;4055966,98;3 ;2018
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2157;4720995,39;3 ;2018
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;18;1028328,00;3 ;2018
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;12;2017
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;401;11180735,20;6 ;2018
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;2;948,00;6 ;2018
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;6 ;2018
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;12;45333,00;6 ;2018
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;6 ;2018
